epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,6684.32,0.33274,0.38995,0.2479,0.79026,0.98935,0.98311,0.9939,0.96741,0.98935,0.98311,0.9939,0.94243,0.26356,0.28243,0.19775,0.76998,0.00056044,0.00056044,0.00056044
113,6743.85,0.33263,0.42319,0.26153,0.78953,0.99398,0.97884,0.9918,0.9636,0.99398,0.97884,0.9918,0.93425,0.27643,0.29331,0.20351,0.77178,0.00055648,0.00055648,0.00055648
114,6803.51,0.32807,0.39981,0.26042,0.78848,0.99408,0.96825,0.99229,0.96549,0.99408,0.96825,0.99229,0.93694,0.27298,0.28937,0.1993,0.77729,0.00055252,0.00055252,0.00055252
115,6862.9,0.33427,0.41149,0.26203,0.79105,0.99331,0.97354,0.99266,0.96429,0.99331,0.97354,0.99266,0.93958,0.26038,0.28355,0.19216,0.76996,0.00054856,0.00054856,0.00054856
116,6922.25,0.32746,0.41364,0.26335,0.78914,0.99396,0.97354,0.99315,0.96422,0.99396,0.97354,0.99315,0.93579,0.26976,0.29929,0.19756,0.77643,0.0005446,0.0005446,0.0005446
117,6981.85,0.32616,0.4,0.24789,0.7901,0.97893,0.98348,0.99305,0.96776,0.97893,0.98348,0.99305,0.94533,0.27297,0.28544,0.1988,0.77623,0.00054064,0.00054064,0.00054064
118,7041.64,0.32667,0.39241,0.25402,0.78857,0.98362,0.98413,0.99334,0.96748,0.98362,0.98413,0.99334,0.94122,0.27293,0.28431,0.19966,0.77484,0.00053668,0.00053668,0.00053668
119,7101.24,0.3315,0.41462,0.26624,0.79534,0.98936,0.98374,0.99368,0.97575,0.98936,0.98374,0.99368,0.94114,0.24936,0.2863,0.19555,0.76961,0.00053272,0.00053272,0.00053272
120,7160.92,0.3274,0.42169,0.24856,0.79121,0.98878,0.98413,0.99416,0.96679,0.98878,0.98413,0.99416,0.94371,0.2561,0.29164,0.18993,0.76973,0.00052876,0.00052876,0.00052876
121,7220.47,0.32799,0.40529,0.25663,0.78781,0.98316,0.97884,0.99213,0.96736,0.98316,0.97884,0.99213,0.9329,0.26101,0.29637,0.19439,0.77113,0.0005248,0.0005248,0.0005248
122,7280.08,0.32759,0.39944,0.26192,0.78404,0.99288,0.97354,0.99321,0.96835,0.99288,0.97354,0.99321,0.94383,0.24991,0.2844,0.18598,0.77084,0.00052084,0.00052084,0.00052084
123,7339.73,0.32997,0.42203,0.26082,0.78772,0.99356,0.97354,0.99242,0.96242,0.99356,0.97354,0.99242,0.93121,0.26086,0.30015,0.20087,0.77184,0.00051688,0.00051688,0.00051688
124,7399.27,0.32722,0.4113,0.25992,0.79015,0.99462,0.97782,0.99153,0.96782,0.99462,0.97782,0.99153,0.9433,0.2644,0.28294,0.20258,0.77206,0.00051292,0.00051292,0.00051292
125,7459.02,0.32654,0.41108,0.25437,0.79278,0.98935,0.98284,0.99276,0.96866,0.98935,0.98284,0.99276,0.94347,0.26774,0.29203,0.19839,0.77458,0.00050896,0.00050896,0.00050896
126,7518.84,0.33237,0.43472,0.26707,0.79221,0.98829,0.98413,0.98887,0.96573,0.98829,0.98413,0.98887,0.94325,0.2625,0.28347,0.19572,0.77214,0.000505,0.000505,0.000505
127,7578.69,0.32825,0.39641,0.2559,0.7878,0.98857,0.97884,0.99414,0.97193,0.98857,0.97884,0.99414,0.93919,0.25181,0.28517,0.18308,0.76919,0.00050104,0.00050104,0.00050104
128,7637.86,0.3166,0.40253,0.245,0.78528,0.98412,0.98388,0.9936,0.96828,0.98412,0.98388,0.9936,0.94012,0.24846,0.27806,0.18626,0.76794,0.00049708,0.00049708,0.00049708
129,7697.59,0.32275,0.39363,0.24874,0.78799,0.98143,0.97884,0.99292,0.96616,0.98143,0.97884,0.99292,0.94211,0.25428,0.27997,0.19119,0.76937,0.00049312,0.00049312,0.00049312
130,7757.45,0.32351,0.41317,0.24869,0.79167,0.98933,0.98413,0.98943,0.96503,0.98933,0.98413,0.98943,0.94337,0.25949,0.27843,0.19514,0.76881,0.00048916,0.00048916,0.00048916
131,7816.97,0.32047,0.41656,0.24769,0.781,0.98929,0.97771,0.99084,0.96796,0.98929,0.97771,0.99084,0.93747,0.25328,0.29624,0.19652,0.7689,0.0004852,0.0004852,0.0004852
132,7876.37,0.31847,0.40337,0.24558,0.78447,0.99322,0.97884,0.99409,0.97363,0.99322,0.97884,0.99409,0.94957,0.2505,0.28107,0.18087,0.76739,0.00048124,0.00048124,0.00048124
133,7936.14,0.31967,0.39476,0.24716,0.78868,0.99856,0.96825,0.99184,0.97037,0.99856,0.96825,0.99184,0.94497,0.25131,0.29271,0.19061,0.76925,0.00047728,0.00047728,0.00047728
134,7995.78,0.31632,0.40639,0.25077,0.78869,0.98403,0.97817,0.99349,0.96921,0.98403,0.97817,0.99349,0.94083,0.25108,0.29261,0.18728,0.77029,0.00047332,0.00047332,0.00047332
135,8055.38,0.31858,0.39047,0.23958,0.78738,0.99389,0.97884,0.99428,0.96718,0.99389,0.97884,0.99428,0.94313,0.25795,0.28755,0.19243,0.77105,0.00046936,0.00046936,0.00046936
136,8114.57,0.31722,0.42801,0.24803,0.78715,0.99371,0.98413,0.99458,0.96586,0.99371,0.98413,0.99458,0.94528,0.26268,0.29849,0.1859,0.77063,0.0004654,0.0004654,0.0004654
137,8174.12,0.32301,0.41051,0.25834,0.7835,0.98737,0.98413,0.99379,0.96956,0.98737,0.98413,0.99379,0.93905,0.2537,0.29007,0.19006,0.76875,0.00046144,0.00046144,0.00046144
138,8234.08,0.32406,0.3984,0.24888,0.78993,0.98334,0.98413,0.99382,0.96148,0.98334,0.98413,0.99382,0.93125,0.25513,0.28229,0.187,0.76837,0.00045748,0.00045748,0.00045748
139,8293.72,0.31072,0.39682,0.23262,0.79083,0.98827,0.98413,0.99332,0.97321,0.98827,0.98413,0.99332,0.94155,0.25368,0.28821,0.18129,0.76757,0.00045352,0.00045352,0.00045352
140,8353.38,0.31635,0.40727,0.24484,0.78243,0.98891,0.98413,0.99045,0.96582,0.98891,0.98413,0.99045,0.94318,0.25195,0.28752,0.1884,0.76931,0.00044956,0.00044956,0.00044956
141,8412.86,0.31385,0.38048,0.24334,0.78476,0.99467,0.98808,0.99389,0.97302,0.99467,0.98808,0.99389,0.94366,0.25482,0.28093,0.18874,0.77084,0.0004456,0.0004456,0.0004456
142,8472.87,0.31116,0.38421,0.2388,0.78444,0.98419,0.98811,0.99436,0.972,0.98419,0.98811,0.99436,0.94984,0.24902,0.28117,0.18388,0.77037,0.00044164,0.00044164,0.00044164
143,8532.39,0.31962,0.40309,0.24041,0.79174,0.98929,0.97793,0.99418,0.97282,0.98929,0.97793,0.99418,0.93786,0.24926,0.2851,0.18241,0.76883,0.00043768,0.00043768,0.00043768
144,8591.88,0.3088,0.38695,0.23287,0.78704,0.98412,0.98395,0.99344,0.97225,0.98412,0.98395,0.99344,0.94718,0.25528,0.28078,0.19132,0.76827,0.00043372,0.00043372,0.00043372
145,8651.33,0.31049,0.37829,0.24079,0.78785,0.97893,0.98342,0.99359,0.96736,0.97893,0.98342,0.99359,0.94448,0.25256,0.27462,0.19238,0.76711,0.00042976,0.00042976,0.00042976
146,8711,0.30899,0.38252,0.24425,0.78822,0.98408,0.98942,0.99428,0.97357,0.98408,0.98942,0.99428,0.94819,0.25244,0.27535,0.18435,0.76827,0.0004258,0.0004258,0.0004258
147,8770.67,0.31583,0.40464,0.24371,0.79025,0.9842,0.9889,0.99391,0.96973,0.9842,0.9889,0.99391,0.94544,0.25533,0.28526,0.18535,0.76845,0.00042184,0.00042184,0.00042184
148,8829.98,0.31501,0.40302,0.24165,0.78768,0.98935,0.98344,0.99259,0.97058,0.98935,0.98344,0.99259,0.94591,0.25027,0.27423,0.19054,0.77011,0.00041788,0.00041788,0.00041788
149,8889.58,0.31465,0.39933,0.24053,0.78427,0.98936,0.98355,0.99349,0.97242,0.98936,0.98355,0.99349,0.95029,0.25165,0.27157,0.18627,0.76687,0.00041392,0.00041392,0.00041392
150,8949.01,0.31029,0.37936,0.23057,0.78574,0.9894,0.98813,0.9941,0.97142,0.9894,0.98813,0.9941,0.95296,0.24674,0.27068,0.17799,0.76678,0.00040996,0.00040996,0.00040996
151,9009.2,0.31081,0.3841,0.23261,0.79066,0.98936,0.984,0.99216,0.97181,0.98936,0.984,0.99216,0.94725,0.24776,0.27384,0.17928,0.76793,0.000406,0.000406,0.000406
152,9068.44,0.31741,0.39491,0.24777,0.78704,0.99438,0.98413,0.99349,0.96939,0.99438,0.98413,0.99349,0.94553,0.25076,0.2758,0.17886,0.76908,0.00040204,0.00040204,0.00040204
153,9127.74,0.30634,0.38906,0.23213,0.78766,0.9889,0.98413,0.99344,0.9689,0.9889,0.98413,0.99344,0.94163,0.2566,0.28662,0.17758,0.77057,0.00039808,0.00039808,0.00039808
154,9187.44,0.31612,0.41304,0.25009,0.78869,0.98568,0.96825,0.99166,0.96862,0.98568,0.96825,0.99166,0.93455,0.24695,0.28294,0.18723,0.77005,0.00039412,0.00039412,0.00039412
155,9247.17,0.30964,0.41495,0.23649,0.79192,0.98314,0.98413,0.99059,0.97232,0.98314,0.98413,0.99059,0.93888,0.25158,0.28627,0.19645,0.76937,0.00039016,0.00039016,0.00039016
156,9306.43,0.30767,0.38981,0.24211,0.78706,0.9789,0.98942,0.99377,0.96768,0.9789,0.98942,0.99377,0.94141,0.25437,0.28534,0.16956,0.76919,0.0003862,0.0003862,0.0003862
157,9365.67,0.30594,0.3817,0.22537,0.78856,0.9837,0.99471,0.99382,0.96372,0.9837,0.99471,0.99382,0.93821,0.25068,0.27704,0.17485,0.76961,0.00038224,0.00038224,0.00038224
158,9425.58,0.3007,0.3755,0.22875,0.78048,0.98337,0.98942,0.99405,0.96988,0.98337,0.98942,0.99405,0.93596,0.24784,0.27391,0.17344,0.76979,0.00037828,0.00037828,0.00037828
159,9485.44,0.30239,0.37461,0.24033,0.78448,0.99404,0.98413,0.99339,0.96888,0.99404,0.98413,0.99339,0.9488,0.24931,0.27093,0.1828,0.76961,0.00037432,0.00037432,0.00037432
160,9544.64,0.31055,0.394,0.24467,0.78825,0.98355,0.98413,0.99226,0.96989,0.98355,0.98413,0.99226,0.94156,0.25167,0.27326,0.18407,0.77158,0.00037036,0.00037036,0.00037036
161,9603.96,0.30721,0.41443,0.24054,0.78613,0.98929,0.97791,0.99378,0.9706,0.98929,0.97791,0.99378,0.94569,0.25405,0.28285,0.17071,0.77109,0.0003664,0.0003664,0.0003664
162,9663.71,0.30677,0.38478,0.2323,0.78412,0.97796,0.98413,0.9911,0.96813,0.97796,0.98413,0.9911,0.93847,0.24754,0.28979,0.18976,0.77163,0.00036244,0.00036244,0.00036244
163,9723.75,0.31229,0.38749,0.24251,0.78913,0.98413,0.98401,0.99066,0.96786,0.98413,0.98401,0.99066,0.93901,0.24668,0.27639,0.18448,0.76744,0.00035848,0.00035848,0.00035848
164,9783.15,0.29766,0.37584,0.22746,0.78379,0.9893,0.97859,0.99332,0.96992,0.9893,0.97859,0.99332,0.94273,0.24056,0.27413,0.17899,0.76774,0.00035452,0.00035452,0.00035452
165,9842.56,0.30021,0.3878,0.23074,0.78287,0.9738,0.98342,0.99346,0.97575,0.9738,0.98342,0.99346,0.94438,0.23934,0.27724,0.1763,0.76842,0.00035056,0.00035056,0.00035056
166,9902.18,0.30334,0.37254,0.22922,0.78736,0.98394,0.97248,0.99339,0.97125,0.98394,0.97248,0.99339,0.93835,0.23509,0.27663,0.18132,0.76654,0.0003466,0.0003466,0.0003466
167,9962.09,0.30317,0.37708,0.22806,0.78297,0.97794,0.97884,0.99348,0.97292,0.97794,0.97884,0.99348,0.94799,0.24914,0.27419,0.18648,0.7688,0.00034264,0.00034264,0.00034264
168,10021.7,0.30472,0.37226,0.23205,0.78717,0.97903,0.98788,0.99373,0.97315,0.97903,0.98788,0.99373,0.9468,0.24545,0.27755,0.17829,0.76782,0.00033868,0.00033868,0.00033868
169,10080.8,0.29728,0.39058,0.22808,0.77967,0.9893,0.97818,0.99347,0.97285,0.9893,0.97818,0.99347,0.94939,0.24489,0.27191,0.18141,0.76676,0.00033472,0.00033472,0.00033472
170,10140.4,0.30198,0.38127,0.23256,0.78751,0.98805,0.97884,0.992,0.97095,0.98805,0.97884,0.992,0.94863,0.24334,0.27102,0.17863,0.76841,0.00033076,0.00033076,0.00033076
171,10200,0.30455,0.38294,0.23092,0.78444,0.99465,0.98395,0.99268,0.97153,0.99465,0.98395,0.99268,0.94501,0.24117,0.2688,0.17418,0.76708,0.0003268,0.0003268,0.0003268
172,10259.4,0.29557,0.39215,0.2309,0.78318,0.9894,0.98767,0.99391,0.97063,0.9894,0.98767,0.99391,0.95023,0.24315,0.26917,0.17164,0.76849,0.00032284,0.00032284,0.00032284
173,10318.8,0.30682,0.37828,0.23125,0.7853,0.98936,0.98405,0.99366,0.97488,0.98936,0.98405,0.99366,0.94693,0.24113,0.26742,0.17929,0.76755,0.00031888,0.00031888,0.00031888
174,10378.3,0.30211,0.38086,0.23627,0.7839,0.9892,0.98413,0.99349,0.97411,0.9892,0.98413,0.99349,0.94808,0.2413,0.26184,0.18292,0.76889,0.00031492,0.00031492,0.00031492
175,10437.9,0.29441,0.39166,0.22009,0.78636,0.99462,0.97796,0.99421,0.97456,0.99462,0.97796,0.99421,0.95004,0.23997,0.26973,0.17851,0.76695,0.00031096,0.00031096,0.00031096
176,10497.7,0.29234,0.36334,0.22795,0.789,0.99396,0.97884,0.99423,0.97255,0.99396,0.97884,0.99423,0.94655,0.24877,0.27838,0.18423,0.76925,0.000307,0.000307,0.000307
177,10557.1,0.2944,0.37245,0.22832,0.78325,0.98939,0.98723,0.99404,0.96721,0.98939,0.98723,0.99404,0.94346,0.24189,0.27998,0.16865,0.76694,0.00030304,0.00030304,0.00030304
178,10616.8,0.30029,0.3926,0.22871,0.78359,0.98945,0.99275,0.99436,0.97399,0.98945,0.99275,0.99436,0.94395,0.23594,0.27196,0.16608,0.76499,0.00029908,0.00029908,0.00029908
179,10676.4,0.29734,0.38348,0.21872,0.78372,0.99448,0.97884,0.99348,0.97233,0.99448,0.97884,0.99348,0.94572,0.24471,0.27408,0.17197,0.77023,0.00029512,0.00029512,0.00029512
180,10736,0.30001,0.37325,0.22381,0.7832,0.99462,0.97839,0.99408,0.97435,0.99462,0.97839,0.99408,0.94794,0.23613,0.27748,0.17052,0.76663,0.00029116,0.00029116,0.00029116
181,10795.8,0.29803,0.37574,0.21562,0.78404,0.98941,0.98894,0.99436,0.96997,0.98941,0.98894,0.99436,0.94746,0.24278,0.28055,0.16987,0.76657,0.0002872,0.0002872,0.0002872
182,10855.4,0.29477,0.38862,0.21812,0.77845,0.98412,0.98342,0.99382,0.97713,0.98412,0.98342,0.99382,0.94603,0.23757,0.27249,0.16676,0.7651,0.00028324,0.00028324,0.00028324
183,10915.1,0.29909,0.37641,0.23175,0.7847,0.99314,0.97884,0.99395,0.97692,0.99314,0.97884,0.99395,0.94595,0.23033,0.27104,0.16587,0.76443,0.00027928,0.00027928,0.00027928
184,10974.5,0.29145,0.36815,0.21663,0.78525,0.99292,0.97884,0.99384,0.97524,0.99292,0.97884,0.99384,0.94844,0.23554,0.27243,0.16692,0.76456,0.00027532,0.00027532,0.00027532
185,11034.1,0.2986,0.38323,0.21091,0.78779,0.98109,0.98942,0.9935,0.97067,0.98109,0.98942,0.9935,0.95036,0.23873,0.27418,0.16822,0.76663,0.00027136,0.00027136,0.00027136
186,11093.7,0.28646,0.36583,0.22583,0.78611,0.98941,0.9889,0.99199,0.97261,0.98941,0.9889,0.99199,0.94099,0.23749,0.28135,0.17188,0.76628,0.0002674,0.0002674,0.0002674
187,11153.3,0.2885,0.36992,0.22121,0.78297,0.98909,0.98413,0.99229,0.96939,0.98909,0.98413,0.99229,0.94085,0.24209,0.29313,0.17321,0.76647,0.00026344,0.00026344,0.00026344
188,11212.4,0.28869,0.36317,0.21156,0.78288,0.9942,0.98413,0.99284,0.97242,0.9942,0.98413,0.99284,0.94173,0.24104,0.28209,0.168,0.76707,0.00025948,0.00025948,0.00025948
189,11271.6,0.29561,0.37648,0.21717,0.78663,0.99416,0.98413,0.99287,0.97245,0.99416,0.98413,0.99287,0.9396,0.24142,0.28055,0.17797,0.77022,0.00025552,0.00025552,0.00025552
190,11331.1,0.2974,0.38568,0.2135,0.78853,0.99411,0.98413,0.99252,0.97333,0.99411,0.98413,0.99252,0.94313,0.24375,0.27205,0.16973,0.77061,0.00025156,0.00025156,0.00025156
191,11390.8,0.29284,0.38344,0.21459,0.78394,0.99465,0.98363,0.99275,0.97329,0.99465,0.98363,0.99275,0.94358,0.24174,0.26988,0.17079,0.77381,0.0002476,0.0002476,0.0002476
192,11450.2,0.28516,0.35892,0.21011,0.77927,0.98941,0.98863,0.99361,0.97264,0.98941,0.98863,0.99361,0.94742,0.24248,0.27135,0.16588,0.7704,0.00024364,0.00024364,0.00024364
193,11509.6,0.28476,0.36511,0.21232,0.78455,0.98941,0.98877,0.99404,0.9741,0.98941,0.98877,0.99404,0.94795,0.2425,0.2755,0.16449,0.76795,0.00023968,0.00023968,0.00023968
194,11569.4,0.29023,0.3777,0.21655,0.78657,0.99352,0.98413,0.99365,0.97521,0.99352,0.98413,0.99365,0.9497,0.23932,0.27557,0.16235,0.76516,0.00023572,0.00023572,0.00023572
195,11629.7,0.29236,0.3604,0.21548,0.78144,0.99467,0.98805,0.99402,0.9743,0.99467,0.98805,0.99402,0.9445,0.23933,0.26988,0.16058,0.76436,0.00023176,0.00023176,0.00023176
196,11689.2,0.28355,0.36601,0.21983,0.78873,0.9942,0.98942,0.99416,0.97528,0.9942,0.98942,0.99416,0.94467,0.23945,0.27244,0.16084,0.76578,0.0002278,0.0002278,0.0002278
197,11748.7,0.29477,0.37529,0.22257,0.78673,0.99314,0.98413,0.99433,0.97337,0.99314,0.98413,0.99433,0.94497,0.24167,0.27912,0.16008,0.76722,0.00022384,0.00022384,0.00022384
198,11808.3,0.28315,0.36738,0.2118,0.78106,0.98985,0.98942,0.99417,0.97175,0.98985,0.98942,0.99417,0.94931,0.24184,0.2727,0.16808,0.76707,0.00021988,0.00021988,0.00021988
199,11867.9,0.2901,0.38149,0.21995,0.78426,0.99436,0.99471,0.99437,0.97332,0.99436,0.99471,0.99437,0.94593,0.24203,0.27467,0.15796,0.76745,0.00021592,0.00021592,0.00021592
200,11927.3,0.28725,0.36005,0.20874,0.78037,0.99438,0.99471,0.99468,0.97439,0.99438,0.99471,0.99468,0.9532,0.24407,0.27583,0.15723,0.76664,0.00021196,0.00021196,0.00021196
201,11986.8,0.28775,0.35482,0.21916,0.77783,0.9944,0.99471,0.99442,0.97392,0.9944,0.99471,0.99442,0.95244,0.24195,0.27163,0.16015,0.76689,0.000208,0.000208,0.000208
202,12046.3,0.28439,0.35762,0.20886,0.78506,0.99363,0.99471,0.99431,0.97513,0.99363,0.99471,0.99431,0.95,0.24268,0.27369,0.16165,0.76721,0.00020404,0.00020404,0.00020404
203,12105.9,0.29358,0.38436,0.2208,0.77889,0.98888,0.99471,0.99425,0.97598,0.98888,0.99471,0.99425,0.95056,0.23869,0.27381,0.16135,0.76639,0.00020008,0.00020008,0.00020008
204,12165.4,0.2816,0.36946,0.21389,0.7843,0.98912,0.99471,0.99431,0.97502,0.98912,0.99471,0.99431,0.95167,0.23886,0.2736,0.16051,0.7666,0.00019612,0.00019612,0.00019612
205,12224.8,0.28681,0.35684,0.21915,0.78622,0.9893,0.99471,0.9942,0.9732,0.9893,0.99471,0.9942,0.94499,0.23461,0.27688,0.15757,0.76518,0.00019216,0.00019216,0.00019216
206,12284.2,0.27682,0.34812,0.20781,0.78499,0.9894,0.99471,0.99431,0.97321,0.9894,0.99471,0.99431,0.94583,0.23712,0.27818,0.15885,0.7651,0.0001882,0.0001882,0.0001882
207,12343.9,0.28706,0.37058,0.21744,0.78234,0.98896,0.99471,0.99431,0.9717,0.98896,0.99471,0.99431,0.94464,0.23429,0.27306,0.1559,0.76393,0.00018424,0.00018424,0.00018424
208,12403.4,0.28438,0.3582,0.21193,0.78366,0.98947,0.99404,0.99447,0.9744,0.98947,0.99404,0.99447,0.94987,0.23005,0.26999,0.15473,0.7637,0.00018028,0.00018028,0.00018028
209,12462.7,0.27884,0.3591,0.20832,0.78224,0.98946,0.99326,0.99447,0.9749,0.98946,0.99326,0.99447,0.9473,0.22976,0.2695,0.15963,0.76353,0.00017632,0.00017632,0.00017632
210,12521.9,0.28068,0.36635,0.20597,0.78272,0.98915,0.99471,0.99436,0.97314,0.98915,0.99471,0.99436,0.94901,0.23689,0.26787,0.15957,0.76538,0.00017236,0.00017236,0.00017236
211,12581.5,0.28086,0.35307,0.204,0.78824,0.98884,0.99471,0.99436,0.97183,0.98884,0.99471,0.99436,0.94562,0.23693,0.27077,0.15562,0.76582,0.0001684,0.0001684,0.0001684
212,12640.7,0.27728,0.34708,0.21334,0.778,0.98872,0.99471,0.99436,0.97341,0.98872,0.99471,0.99436,0.94576,0.23001,0.26806,0.15124,0.76453,0.00016444,0.00016444,0.00016444
213,12700,0.28561,0.35555,0.20899,0.78124,0.98945,0.99279,0.99431,0.9739,0.98945,0.99279,0.99431,0.94557,0.23043,0.26668,0.15347,0.76378,0.00016048,0.00016048,0.00016048
214,12759.5,0.2773,0.34738,0.20032,0.77928,0.98858,0.99471,0.99441,0.97622,0.98858,0.99471,0.99441,0.94789,0.22991,0.26745,0.15243,0.76424,0.00015652,0.00015652,0.00015652
215,12819.4,0.27673,0.35091,0.20823,0.78071,0.98877,0.99471,0.99441,0.97445,0.98877,0.99471,0.99441,0.94693,0.23661,0.26868,0.1563,0.76478,0.00015256,0.00015256,0.00015256
216,12879,0.27814,0.34448,0.20703,0.78602,0.9889,0.99471,0.99441,0.97549,0.9889,0.99471,0.99441,0.94751,0.23209,0.26491,0.1541,0.76361,0.0001486,0.0001486,0.0001486
217,12938.1,0.27712,0.35769,0.20133,0.78454,0.98933,0.99471,0.99431,0.97579,0.98933,0.99471,0.99431,0.94972,0.23004,0.26224,0.15455,0.76355,0.00014464,0.00014464,0.00014464
218,12997.7,0.2777,0.36837,0.20316,0.78597,0.98947,0.99447,0.99436,0.97553,0.98947,0.99447,0.99436,0.94921,0.23335,0.2632,0.15952,0.76372,0.00014068,0.00014068,0.00014068
219,13057.6,0.27885,0.37518,0.19924,0.77875,0.9892,0.99471,0.99415,0.97327,0.9892,0.99471,0.99415,0.94905,0.22938,0.26221,0.15274,0.76288,0.00013672,0.00013672,0.00013672
220,13117.3,0.27784,0.34995,0.19799,0.77912,0.98893,0.98942,0.9942,0.9763,0.98893,0.98942,0.9942,0.94496,0.23113,0.26161,0.15486,0.76356,0.00013276,0.00013276,0.00013276
221,13176.6,0.27201,0.36071,0.20613,0.77947,0.98908,0.99471,0.9942,0.97444,0.98908,0.99471,0.9942,0.95071,0.23563,0.2647,0.15516,0.76419,0.0001288,0.0001288,0.0001288
222,13236.2,0.27102,0.35091,0.20016,0.77911,0.99471,0.99404,0.99442,0.97217,0.99471,0.99404,0.99442,0.94803,0.23396,0.26883,0.15202,0.76508,0.00012484,0.00012484,0.00012484
223,13295.9,0.27523,0.34722,0.19834,0.78393,0.99441,0.99471,0.99437,0.97413,0.99441,0.99471,0.99437,0.94514,0.23158,0.27117,0.14972,0.76541,0.00012088,0.00012088,0.00012088
224,13355.1,0.27917,0.36574,0.20282,0.78145,0.99387,0.99471,0.99421,0.97417,0.99387,0.99471,0.99421,0.95186,0.2286,0.26284,0.14992,0.76431,0.00011692,0.00011692,0.00011692
225,13414.2,0.27544,0.3706,0.20138,0.77852,0.9947,0.99356,0.99426,0.9754,0.9947,0.99356,0.99426,0.95133,0.2271,0.25973,0.15056,0.76333,0.00011296,0.00011296,0.00011296
226,13473.8,0.27391,0.34771,0.20421,0.78037,0.99438,0.99471,0.99452,0.97606,0.99438,0.99471,0.99452,0.94993,0.22674,0.26028,0.14947,0.76324,0.000109,0.000109,0.000109
227,13533.5,0.278,0.36063,0.19841,0.78205,0.99367,0.99471,0.99442,0.97521,0.99367,0.99471,0.99442,0.95052,0.22853,0.2604,0.15026,0.7636,0.00010504,0.00010504,0.00010504
228,13593,0.26774,0.3544,0.19627,0.78375,0.99409,0.99471,0.99431,0.97336,0.99409,0.99471,0.99431,0.95038,0.23217,0.261,0.15147,0.76455,0.00010108,0.00010108,0.00010108
229,13652.3,0.27442,0.33664,0.19824,0.77796,0.99444,0.99471,0.99447,0.97493,0.99444,0.99471,0.99447,0.95303,0.23377,0.26333,0.15324,0.76512,9.712e-05,9.712e-05,9.712e-05
230,13711.8,0.27397,0.35058,0.20175,0.78287,0.99329,0.99471,0.99437,0.97375,0.99329,0.99471,0.99437,0.95065,0.23429,0.26281,0.15305,0.76547,9.316e-05,9.316e-05,9.316e-05
231,13771.4,0.26819,0.35311,0.20079,0.77832,0.98867,0.99471,0.99431,0.97453,0.98867,0.99471,0.99431,0.94732,0.23327,0.264,0.15289,0.76503,8.92e-05,8.92e-05,8.92e-05
232,13831,0.27179,0.3587,0.20131,0.7826,0.9946,0.98942,0.99426,0.97533,0.9946,0.98942,0.99426,0.94791,0.23058,0.26637,0.15327,0.76484,8.524e-05,8.524e-05,8.524e-05
233,13890.3,0.27131,0.35836,0.20791,0.78066,0.99468,0.98873,0.99426,0.97531,0.99468,0.98873,0.99426,0.94747,0.23143,0.26384,0.15584,0.76499,8.128e-05,8.128e-05,8.128e-05
234,13949.9,0.27261,0.355,0.19559,0.77915,0.9947,0.99337,0.99458,0.97635,0.9947,0.99337,0.99458,0.94784,0.23061,0.26564,0.15462,0.76561,7.732e-05,7.732e-05,7.732e-05
235,14009.5,0.26894,0.35035,0.195,0.7823,0.99468,0.98888,0.99468,0.97577,0.99468,0.98888,0.99468,0.94909,0.22955,0.26829,0.15099,0.76602,7.336e-05,7.336e-05,7.336e-05
236,14086.6,0.24534,0.3271,0.17805,0.76301,0.99468,0.98873,0.99463,0.97537,0.99468,0.98873,0.99463,0.94911,0.23174,0.27347,0.15161,0.76631,6.94e-05,6.94e-05,6.94e-05
237,14146.5,0.24547,0.32345,0.17647,0.76945,0.99469,0.99197,0.99479,0.97582,0.99469,0.99197,0.99479,0.95242,0.22771,0.27502,0.154,0.76552,6.544e-05,6.544e-05,6.544e-05
238,14206.9,0.24349,0.32571,0.17353,0.76384,0.99381,0.99471,0.99468,0.97659,0.99381,0.99471,0.99468,0.95241,0.22424,0.27375,0.152,0.76429,6.148e-05,6.148e-05,6.148e-05
239,14267.6,0.24109,0.31872,0.1755,0.76845,0.9947,0.99361,0.99458,0.97711,0.9947,0.99361,0.99458,0.95257,0.22826,0.27277,0.15307,0.76472,5.752e-05,5.752e-05,5.752e-05
240,14328,0.24166,0.31517,0.17615,0.76876,0.98934,0.99471,0.99452,0.9777,0.98934,0.99471,0.99452,0.95489,0.23068,0.27074,0.15311,0.76516,5.356e-05,5.356e-05,5.356e-05
241,14388,0.24749,0.32143,0.17815,0.76827,0.98875,0.99471,0.99447,0.97756,0.98875,0.99471,0.99447,0.95195,0.22771,0.27069,0.15308,0.76471,4.96e-05,4.96e-05,4.96e-05
242,14447.8,0.24387,0.31775,0.17203,0.76748,0.98893,0.99471,0.99447,0.97737,0.98893,0.99471,0.99447,0.94815,0.22742,0.2721,0.15023,0.76449,4.564e-05,4.564e-05,4.564e-05
